ID No.,Start Date,Start Date - Month,Start Date - Day,Start Date - Year,End Date,End Date - Month,End Date - Day,End Date - Year,Exhibition Type,Title,Gallery Site,Gallery Terminal,Gallery Area,Gallery Level,Gallery Name
284,09/01/1994,9,1,1994,11/15/1994,11,15,1994,General,Multi-Cultural Children s Literature,D04,T2,D,D,D-04 Central Gallery
1533,02/15/2018,2,15,2018,05/08/2018,5,8,2018,Photography,Alonzo King Lines Ballet,B03,T1,B,D,B-03 Gate 36
1434,02/02/2018,2,2,2018,09/10/2018,9,10,2018,General,Maneki Neko: Japan’s Beckoning Cat,D12,T2,D,D,D-12 Wall Case
824,12/01/2005,12,1,2005,01/30/2006,1,30,2006,Student Art,Children s Art: Kaleidescope 6th Street Fair/SOMAFEST,A05,T1,A,A,A-05 Terminal One Lower Gallery
924,12/16/2007,12,16,2007,01/15/2008,1,15,2008,Student Art,Children s Art: Self-Portraits in Pastel,A05,T1,A,A,A-05 Terminal One Lower Gallery
89,12/16/1990,12,16,1990,09/15/1991,9,15,1991,Student Art,Children s Art: French American School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1124,12/01/2010,12,1,2010,01/31/2011,1,31,2011,Student Art,Children’s Art: Lick Wilmerding,C05,T1,C,A,C-05 Terminal One Lower Gallery
1520,07/13/2017,7,13,2017,10/26/2017,10,26,2017,Student Art,Lick Wilmerding High School,F12,T3,F,A,F-12 Student Art
887,02/01/2006,2,1,2006,03/31/2006,3,31,2006,Student Art,Children s Art: Juvenile Hall Colors Studies,A05,T1,A,A,A-05 Terminal One Lower Gallery
1093,04/01/2010,4,1,2010,05/31/2010,5,31,2010,Student Art,Children’s Art: Brandeis Hillel Day School,A05,T1,A,A,A-05 Terminal One Lower Gallery
599,09/01/1992,9,1,1992,10/01/1992,10,1,1992,General,The Exploration of America: Two Points of View,G03,T2,D,D,D-03 Central Concourse
1079,09/13/2010,9,13,2010,11/15/2010,11,15,2010,Photography,Doug Perry: Union Architecture,F03,T3,F,D,F-03 Gate 76
342,01/16/1992,1,16,1992,02/15/1992,2,15,1992,Student Art,Children s Art: Children s Cancer Research Institute,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1264,02/01/2013,2,1,2013,03/29/2013,3,29,2013,Student Art,Children’s Art: Stuart Hall,A05,T1,A,A,A-05 Terminal One Lower Gallery
401,04/02/1993,4,2,1993,05/31/1993,5,31,1993,Photography,Spin Again: Board Games from the 1950s and 1960s,F03,T3,F,D,F-03 Gate 76
930,03/20/2008,3,20,2008,06/02/2008,6,2,2008,Photography,30th Anniversary San Francisco Ethnic Dance Festival by R.J. Muna,D01,T2,D,D,D-01 Central North Connector
1383,02/02/2016,2,2,2016,03/31/2016,3,31,2016,Student Art,Student Art: Laurel School,C05,T1,C,A,C-05 Terminal One Lower Gallery
737,10/01/1993,10,1,1993,10/25/1993,10,25,1993,General,The East Bay Fire and Aftermath,G03,T2,D,D,D-03 Central Concourse
50,05/30/1997,5,30,1997,07/14/1997,7,14,1997,Student Art,Children s Art: San Francisco Arts Education Project,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
927,12/06/2007,12,6,2007,02/27/2008,2,27,2008,Photography,Blake Tucker: Into the West,B03,T1,B,D,B-03 Gate 36
628,09/18/2003,9,18,2003,01/06/2004,1,6,2004,Photography,Jian Xing Zhu: The Mobile Red Ballot Box in the Countryside,F03,T3,F,D,F-03 Gate 76
485,11/05/1987,11,5,1987,01/15/1988,1,15,1988,Photography,Photographs of Feet,F03,T3,F,D,F-03 Gate 76
366,04/16/1995,4,16,1995,05/30/1995,5,30,1995,Student Art,Children s Art: Art for Animals,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1210,06/06/2012,6,6,2012,09/05/2012,9,5,2012,Photography,"Spineless: Portraits of Marine Invertebrates, the Backbone of Life in the Sea by Susan Middleton",F03,T3,F,D,F-03 Gate 76
418,09/01/1996,9,1,1996,10/31/1996,10,31,1996,Photography,Rural Japan,F03,T3,F,D,F-03 Gate 76
1246,08/01/2013,8,1,2013,10/31/2013,10,31,2013,Photography,Hope Kahn: Geometry in Nature,F11,T3,F,D,F-11 Photographs
1375,05/01/2015,5,1,2015,07/31/2015,7,31,2015,Photography,"Elaine Ling: Baobab, Tree of Generations",B03,T1,B,D,B-03 Gate 36
1431,09/18/2015,9,18,2015,03/06/2016,3,6,2016,Photography,From Kezar to Candlestick: The Photography of Frank Rippon,F03,T3,F,D,F-03 Gate 76
354,10/16/1993,10,16,1993,11/15/1993,11,15,1993,Student Art,Children s Art: San Francisco Symphony Education Program,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1149,11/01/2011,11,1,2011,01/31/2012,1,31,2012,Photography,Aqua Via: Images from the San Francisco Water System Improvement Program,D05,T2,D,D,D-05 Central South Connector
1253,09/02/2013,9,2,2013,11/29/2013,11,29,2013,Photography,Scott Dalton: China and Nepal,D01,T2,D,D,D-01 Central North Connector
412,10/01/1995,10,1,1995,11/30/1995,11,30,1995,Photography,Historic Maps,F03,T3,F,D,F-03 Gate 76
52,08/29/1997,8,29,1997,10/14/1997,10,14,1997,Student Art,"Children s Art: Kids Art 1997, San Francisco",E01,T3,E,,E-01 Children’s Art Gallery #2
1315,05/02/2014,5,2,2014,07/31/2014,7,31,2014,Photography,Brian W. Choy: Historic Chinatown,F11,T3,F,D,F-11 Photographs
1561,12/21/2017,12,21,2017,01/17/2018,1,17,2018,Video Art,Through Clouds,G03,IT,G,D,G-03 Video Arts Gallery
910,01/09/2008,1,9,2008,03/30/2008,3,30,2008,Photography,Tuareg Portfolio,B03,T1,B,D,B-03 Gate 36
534,05/31/1989,5,31,1989,07/25/1989,7,25,1989,General,Photographs of Historic Pressed Plants,D11,T2,D,D,D-11 Central Wall (Duty Free)
616,02/08/2002,2,8,2002,03/15/2002,3,15,2002,Student Art,Children s Art: Presidio Hill School,C05,T1,C,A,C-05 Terminal One Lower Gallery
1281,03/03/2014,3,3,2014,05/30/2014,5,30,2014,Photography,Alice Shaw: The Exalted Landscape,D01,T2,D,D,D-01 Central North Connector
966,06/04/2008,6,4,2008,07/30/2008,7,30,2008,Student Art,Children s Art: San Francisco Dental Society,A05,T1,A,A,A-05 Terminal One Lower Gallery
1137,06/01/2011,6,1,2011,07/29/2011,7,29,2011,Student Art,"Children’s Art: The Spirit of Mount Fuji/Reflections on Self-Portraits, Creative Arts Charter School",C05,T1,C,A,C-05 Terminal One Lower Gallery
888,02/01/2006,2,1,2006,03/31/2006,3,31,2006,Student Art,Children s Art: Art from Nature,C05,T1,C,A,C-05 Terminal One Lower Gallery
17,09/19/1996,9,19,1996,10/31/1996,10,31,1996,Student Art,Children s Art: McKinley School,E01,T3,E,,E-01 Children’s Art Gallery #2
853,08/01/2006,8,1,2006,09/28/2006,9,28,2006,Student Art,Children s Art: Art in Action - Imagination Moves The Mind,C05,T1,C,A,C-05 Terminal One Lower Gallery
1128,06/01/2010,6,1,2010,07/30/2010,7,30,2010,Student Art,Children’s Art: Collage Portraits from Parkside Intermediate School,A05,T1,A,A,A-05 Terminal One Lower Gallery
457,02/15/2002,2,15,2002,05/10/2002,5,10,2002,Photography,Sacred Havens: A Quiet Space of Gardens,B03,T1,B,D,B-03 Gate 36
800,08/17/2004,8,17,2004,01/19/2005,1,19,2005,Photography,Ira Nowinski: Cafe Society,D01,T2,D,D,D-01 Central North Connector
758,11/16/1992,11,16,1992,01/15/1993,1,15,1993,Student Art,Children s Art: French American International School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
522,08/01/1989,8,1,1989,09/01/1989,9,1,1989,Photography,The 50th Anniversary of the 1939 World s Fair at Treasure Island,F03,T3,F,D,F-03 Gate 76
767,08/01/2003,8,1,2003,09/30/2003,9,30,2003,Student Art,Children s Art: From the Vault: Spectrum of Treasures,C05,T1,C,A,C-05 Terminal One Lower Gallery
1467,11/08/2017,11,8,2017,02/15/2018,2,15,2018,Photography,Annu Palakunnathu Matthew: Memories of India,F03,T3,F,D,F-03 Gate 76
1629,07/10/2018,7,10,2018,10/16/2018,10,16,2018,Photography,Jason Reblando,D01,T2,D,D,D-01 Central North Connector
348,03/01/1993,3,1,1993,04/30/1993,4,30,1993,Student Art,Children s Art: Miramonte Mental Health Services,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1274,04/01/2013,4,1,2013,05/31/2013,5,31,2013,Student Art,Children’s Art: The San Francisco School,A05,T1,A,A,A-05 Terminal One Lower Gallery
1555,11/09/2017,11,9,2017,12/20/2017,12,20,2017,Video Art,SaiGon,G03,IT,G,D,G-03 Video Arts Gallery
1,07/01/1996,7,1,1996,02/10/1997,2,10,1997,General,About Time,C04,T1,C,D,C-04 Entrance Lobby C Meet and Greet
1438,04/01/2016,4,1,2016,05/31/2016,5,31,2016,Student Art,Student Art: Stuart Hall and Convent of the Sacred Heart,A05,T1,A,A,A-05 Terminal One Lower Gallery
974,12/01/2008,12,1,2008,01/30/2009,1,30,2009,Student Art,SOTA,C05,T1,C,A,C-05 Terminal One Lower Gallery
1543,08/31/2017,8,31,2017,12/07/2017,12,7,2017,Photography,Julius Shulman: Case Study,F11,T3,F,D,F-11 Photographs
1385,02/02/2015,2,2,2015,03/31/2015,3,31,2015,Student Art,Student Art: Join the Super Smile Team! Thirty-ninth Annual Children’s Poster Contest,C05,T1,C,A,C-05 Terminal One Lower Gallery
1430,12/11/2015,12,11,2015,06/14/2016,6,14,2016,Aviation,"Hughes Airwest, San Francisco poster, Special Collections",K04B,IT,A,D,AML Aviation Museum Gallery 04b Special Collections Room
87,09/28/1998,9,28,1998,11/16/1998,11,16,1998,Student Art,Children s Art: National Institute of Art and Disabilities,E01,T3,E,,E-01 Children’s Art Gallery #2
734,02/01/1992,2,1,1992,04/30/1992,4,30,1992,Photography,Bay Area Calendar Design,F03,T3,F,D,F-03 Gate 76
753,07/01/1987,7,1,1987,12/31/1987,12,31,1987,General,Historic Photographs of the Chinese in the Monterey Bay Region,G03,T2,D,D,D-03 Central Concourse
103,12/01/2000,12,1,2000,05/15/2001,5,15,2001,Aviation,Take to the Sky: Aviation Posters,K04A,IT,A,D,AML Aviation Museum Gallery 04a
547,08/22/1989,8,22,1989,10/02/1989,10,2,1989,Student Art,Children s Art: Children s Post Cards,F08,T3,F,D,F-08 Gate 81
875,10/01/2006,10,1,2006,11/30/2006,11,30,2006,Student Art,Children s Art: The Art of Beets: From DooF - A Food Show for Kids and the Risse Community School,A05,T1,A,A,A-05 Terminal One Lower Gallery
1290,12/01/2014,12,1,2014,02/27/2015,2,27,2015,Photography,Botanical Thoughts: Olivia Parker,F03,T3,F,D,F-03 Gate 76
1183,12/03/2012,12,3,2012,02/28/2013,2,28,2013,Photography,Marilynne Morshead: Pattern Alchemy,D01,T2,D,D,D-01 Central North Connector
833,02/21/2005,2,21,2005,10/15/2005,10,15,2005,Aviation,Airline Destination Posters: Dancing Around the World,K04A,IT,A,D,AML Aviation Museum Gallery 04a
1468,04/21/2017,4,21,2017,12/11/2017,12,11,2017,General,At Home with Arts and Crafts,G02,IT,G,D,G-02 International North Cases
1208,08/20/2013,8,20,2013,03/03/2014,3,3,2014,General,"America’s Cup, Sailing for International Sport’s Greatest Trophy 1851-1937",A01,IT,A,D,A-01 International South Wall
1535,10/24/2017,10,24,2017,01/23/2018,1,23,2018,Student Art,Parks in Focus: Yosemite in Focus,C05,T1,C,A,C-05 Terminal One Lower Gallery
598,05/01/1992,5,1,1992,06/30/1992,6,30,1992,General,The W.P.A. Documents America: 1930-1940,G03,T2,D,D,D-03 Central Concourse
1325,05/06/2014,5,6,2014,10/08/2014,10,8,2014,Photography,Lindsey White: Matter of Fact,B03,T1,B,D,B-03 Gate 36
90,09/16/1991,9,16,1991,10/31/1991,10,31,1991,Student Art,"Children s Art: San Francisco Symphony, Education Program",E01,T3,E,,E-01 Children’s Art Gallery #2
524,11/01/1989,11,1,1989,12/31/1989,12,31,1989,Photography,Photographs of Folk Art Animals,F03,T3,F,D,F-03 Gate 76
816,06/01/2005,6,1,2005,07/30/2005,7,30,2005,Student Art,Children s Art: San Francisco Waldorf High School: Drawings and Paintings from the 2004-05 School Year,A05,T1,A,A,A-05 Terminal One Lower Gallery
1111,02/01/2010,2,1,2010,03/31/2010,3,31,2010,Student Art,Children’s Art: Treehouse Preschool,C05,T1,C,A,C-05 Terminal One Lower Gallery
1549,09/07/2017,9,7,2017,10/04/2017,10,4,2017,Video Art,Xiong Di,G03,IT,G,D,G-03 Video Arts Gallery
1475,05/04/2017,5,4,2017,08/10/2017,8,10,2017,Photography,Elaine Mayes: It Happened in Monterey,F03,T3,F,D,F-03 Gate 76
346,08/16/1992,8,16,1992,09/15/1992,9,15,1992,Student Art,Children s Art: Berkeley Art Center Youth Program,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
851,04/01/2006,4,1,2006,05/31/2006,5,31,2006,Student Art,Children s Art: Oasis for Girls,C05,T1,C,A,C-05 Terminal One Lower Gallery
817,08/01/2005,8,1,2005,09/30/2005,9,30,2005,Student Art,Children s Art: Glide Memorial Methodist Church,C05,T1,C,A,C-05 Terminal One Lower Gallery
1563,01/04/2018,1,4,2018,01/31/2018,1,31,2018,Video Art,Reindeer,G03,IT,G,D,G-03 Video Arts Gallery
1241,12/05/2012,12,5,2012,01/31/2013,1,31,2013,Student Art,Children’s Art: Induz - Where Art Meets Heart,A05,T1,A,A,A-05 Terminal One Lower Gallery
947,06/06/2007,6,6,2007,08/15/2007,8,15,2007,Student Art,Children s Art: Portraits by Christian Community School,C05,T1,C,A,C-05 Terminal One Lower Gallery
1359,10/08/2014,10,8,2014,10/31/2014,10,31,2014,Photography,Glass Mountains,B03,T1,B,D,B-03 Gate 36
52,08/29/1997,8,29,1997,10/14/1997,10,14,1997,Student Art,"Children s Art: Kids Art 1997, San Francisco",F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
389,09/01/1990,9,1,1990,10/01/1990,10,1,1990,Photography,"John Gutmann, San Francisco 1930-1950",F03,T3,F,D,F-03 Gate 76
1071,08/19/2010,8,19,2010,02/01/2011,2,1,2011,Aviation,China Clipper 75th Anniversary,K02,IT,A,D,AML Aviation Museum Gallery 02
1466,03/08/2017,3,8,2017,06/14/2017,6,14,2017,Photography,Pavlina Ecclesiarhou: Epitaphs: Silent Stories,E05,T3,E,D,E-05 E Plaza Meet and Greet
259,12/02/1992,12,2,1992,11/30/1992,11,30,1992,General,Celebrating the Statue of Liberty,G03,T2,D,D,D-03 Central Concourse
15,11/01/1996,11,1,1996,04/20/1997,4,20,1997,General,¡Tango!,B02,T1,B,D,B-02 Gate 26
893,10/11/2006,10,11,2006,01/23/2007,1,23,2007,Photography,Journeymen by Colin Hugh Finlay,B03,T1,B,D,B-03 Gate 36
967,08/21/2008,8,21,2008,11/26/2008,11,26,2008,Photography,Travers Flynn: Motion,D01,T2,D,D,D-01 Central North Connector
550,01/09/1990,1,9,1990,02/19/1990,2,19,1990,Student Art,Children s Art: Student League of San Francisco,F07,T3,F,D,F-07 Gate 74
1093,04/01/2010,4,1,2010,05/31/2010,5,31,2010,Student Art,Children’s Art: Brandeis Hillel Day School,C05,T1,C,A,C-05 Terminal One Lower Gallery
1442,03/31/2017,3,31,2017,11/13/2017,11,13,2017,General,Stepping Out: Shoes in World Cultures,A02,IT,A,D,A-02 International South Cases
948,09/09/2008,9,9,2008,11/21/2008,11,21,2008,Photography,Ellis Myers: Images from Richmond,B03,T1,B,D,B-03 Gate 36
1532,10/31/2017,10,31,2017,02/13/2018,2,13,2018,Photography,Paccarik Orue: El Muqui,B03,T1,B,D,B-03 Gate 36
1408,11/06/2015,11,6,2015,12/31/2015,12,31,2015,Photography,Stacks: James Henkel,C04,T1,C,D,C-04 Entrance Lobby C Meet and Greet
17,09/19/1996,9,19,1996,10/31/1996,10,31,1996,Student Art,Children s Art: McKinley School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1319,08/01/2014,8,1,2014,09/30/2014,9,30,2014,Student Art,Student Art: Stuart Hall,C05,T1,C,A,C-05 Terminal One Lower Gallery
50,05/30/1997,5,30,1997,07/14/1997,7,14,1997,Student Art,Children s Art: San Francisco Arts Education Project,E01,T3,E,,E-01 Children’s Art Gallery #2
1414,03/25/2016,3,25,2016,06/24/2016,6,24,2016,Photography,Leo VanMunching: SF Cityscapes,F03,T3,F,D,F-03 Gate 76
1424,05/27/2016,5,27,2016,08/26/2016,8,26,2016,Photography,Jay Tyrrell: Atomic Mirrors,C04,T1,C,D,C-04 Entrance Lobby C Meet and Greet
775,08/10/2004,8,10,2004,09/30/2004,9,30,2004,Student Art,Children s Art: Explorations in Science and Art from the Edgewood Center,C05,T1,C,A,C-05 Terminal One Lower Gallery
902,07/09/2007,7,9,2007,09/16/2007,9,16,2007,Photography,Stephanie Lindsey: Sankofa,D01,T2,D,D,D-01 Central North Connector
1309,12/02/2013,12,2,2013,05/30/2014,5,30,2014,Aviation,"Japan Airlines London Poster, Special Collections",K04B,IT,A,D,AML Aviation Museum Gallery 04b Special Collections Room
1386,07/31/2015,7,31,2015,02/08/2016,2,8,2016,General,Mingei: Traditional Japanese Arts,G02,IT,G,D,G-02 International North Cases
1419,08/11/2017,8,11,2017,04/02/2018,4,2,2018,General,Empowering Threads: Textiles of Jolom Mayaetik,A01,IT,A,D,A-01 International South Wall
588,09/02/1990,9,2,1990,10/15/1990,10,15,1990,Student Art,Children s Art: Bay Area Discovery Museum,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1407,06/01/2015,6,1,2015,07/31/2015,7,31,2015,Student Art,Student Art: Peralta Elementary School,C05,T1,C,A,C-05 Terminal One Lower Gallery
1110,02/25/2010,2,25,2010,09/20/2010,9,20,2010,Aviation,Japan Airlines in Posters,K04A,IT,A,D,AML Aviation Museum Gallery 04a
1344,03/15/2017,3,15,2017,06/14/2017,6,14,2017,Photography,Pamela Gentile: Atmosphere,B03,T1,B,D,B-03 Gate 36
796,10/01/2004,10,1,2004,11/30/2004,11,30,2004,Student Art,Children s Art: International Heritage Dolls,A05,T1,A,A,A-05 Terminal One Lower Gallery
729,03/15/1985,3,15,1985,04/30/1985,4,30,1985,Photography,Historic Magic Posters,F03,T3,F,D,F-03 Gate 76
1666,05/24/2018,5,24,2018,06/20/2018,6,20,2018,Video Art,Agent of Connection,G03,IT,G,D,G-03 Video Arts Gallery
925,07/09/2007,7,9,2007,09/15/2007,9,15,2007,General,Adventure Travelers,B03,T1,B,D,B-03 Gate 36
